gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YHR143W-A,id002,three_prime_UTR,chrVIII:387445-387811,+,none,chrVIII,387445,387811,366
YHR144C,id001,three_prime_UTR,chrVIII:387612-387788,-,none,chrVIII,387612,387788,176
YHR146W,id002,three_prime_UTR,chrVIII:391697-391752,+,none,chrVIII,391697,391752,55
YHR147C,id001,three_prime_UTR,chrVIII:392249-392639,-,none,chrVIII,392249,392639,390
YHR148W,id001,three_prime_UTR,chrVIII:394085-394485,+,none,chrVIII,394085,394485,400
YHR149C,id001,three_prime_UTR,chrVIII:394256-394455,-,none,chrVIII,394256,394455,199
YHR150W,id001,three_prime_UTR,chrVIII:398990-399213,+,none,chrVIII,398990,399213,223
YHR151C,id001,three_prime_UTR,chrVIII:399014-399268,-,none,chrVIII,399014,399268,254
YHR152W,id001,three_prime_UTR,chrVIII:401955-402071,+,none,chrVIII,401955,402071,116
YHR153C,id001,three_prime_UTR,chrVIII:401351-402086,-,none,chrVIII,401351,402086,735
YHR154W,id001,three_prime_UTR,chrVIII:406178-406260,+,none,chrVIII,406178,406260,82
YHR156C,id002,three_prime_UTR,chrVIII:410869-411384,-,none,chrVIII,410869,411384,515
YHR157W,id001,three_prime_UTR,chrVIII:413455-413596,+,none,chrVIII,413455,413596,141
YHR159W,id001,three_prime_UTR,chrVIII:419063-420326,+,none,chrVIII,419063,420326,1263
YHR160C,id001,three_prime_UTR,chrVIII:419150-419221,-,none,chrVIII,419150,419221,71
YHR161C,id001,three_prime_UTR,chrVIII:420223-420373,-,none,chrVIII,420223,420373,150
YHR162W,id003,three_prime_UTR,chrVIII:423461-423575,+,none,chrVIII,423461,423575,114
YHR163W,id001,three_prime_UTR,chrVIII:424473-424892,+,none,chrVIII,424473,424892,419
YHR166C,id001,three_prime_UTR,chrVIII:437013-437170,-,none,chrVIII,437013,437170,157
YHR167W,id001,three_prime_UTR,chrVIII:440127-440643,+,none,chrVIII,440127,440643,516
YHR168W,id003,three_prime_UTR,chrVIII:441933-442161,+,none,chrVIII,441933,442161,228
YHR169W,id001,three_prime_UTR,chrVIII:443476-443700,+,none,chrVIII,443476,443700,224
YHR170W,id003,three_prime_UTR,chrVIII:445384-445582,+,none,chrVIII,445384,445582,198
YHR171W,id001,three_prime_UTR,chrVIII:447605-447728,+,none,chrVIII,447605,447728,123
YHR172W,id001,three_prime_UTR,chrVIII:450806-451165,+,none,chrVIII,450806,451165,359
YHR174W,id001,three_prime_UTR,chrVIII:452640-452951,+,none,chrVIII,452640,452951,311
YHR175W,id003,three_prime_UTR,chrVIII:453441-453697,+,none,chrVIII,453441,453697,256
YHR175W-A,id001,three_prime_UTR,chrVIII:453707-453903,+,none,chrVIII,453707,453903,196
YHR176W,id001,three_prime_UTR,chrVIII:455527-455639,+,none,chrVIII,455527,455639,112
YHR178W,id001,three_prime_UTR,chrVIII:461530-461708,+,none,chrVIII,461530,461708,178
YHR179W,id001,three_prime_UTR,chrVIII:463704-463807,+,none,chrVIII,463704,463807,103
YHR181W,id001,three_prime_UTR,chrVIII:467914-468251,+,none,chrVIII,467914,468251,337
YHR182C-A,id001,three_prime_UTR,chrVIII:470852-470939,-,none,chrVIII,470852,470939,87
YHR182W,id004,three_prime_UTR,chrVIII:470576-470632,+,none,chrVIII,470576,470632,56
YHR183W,id001,three_prime_UTR,chrVIII:472429-472611,+,none,chrVIII,472429,472611,182
YHR187W,id001,three_prime_UTR,chrVIII:481919-482039,+,none,chrVIII,481919,482039,120
YHR188C,id003,three_prime_UTR,chrVIII:481839-482005,-,none,chrVIII,481839,482005,166
YHR189W,id001,three_prime_UTR,chrVIII:484600-484629,+,none,chrVIII,484600,484629,29
YHR190W,id005,three_prime_UTR,chrVIII:486179-486341,+,none,chrVIII,486179,486341,162
YHR191C,id001,three_prime_UTR,chrVIII:485918-486230,-,none,chrVIII,485918,486230,312
YHR192W,id004,three_prime_UTR,chrVIII:487662-487852,+,none,chrVIII,487662,487852,190
YHR193C,id001,three_prime_UTR,chrVIII:487288-487712,-,none,chrVIII,487288,487712,424
YHR193C-A,id001,three_prime_UTR,chrVIII:488392-488653,-,none,chrVIII,488392,488653,261
YHR194W,id001,three_prime_UTR,chrVIII:490396-490488,+,none,chrVIII,490396,490488,92
YHR195W,id001,three_prime_UTR,chrVIII:491712-492305,+,none,chrVIII,491712,492305,593
YHR196W,id001,three_prime_UTR,chrVIII:493658-493783,+,none,chrVIII,493658,493783,125
YHR197W,id003,three_prime_UTR,chrVIII:496187-496330,+,none,chrVIII,496187,496330,143
YHR198C,id001,three_prime_UTR,chrVIII:496153-496315,-,none,chrVIII,496153,496315,162
YHR199C,id007,three_prime_UTR,chrVIII:497398-497490,-,none,chrVIII,497398,497490,92
YHR200W,id001,three_prime_UTR,chrVIII:499885-500398,+,none,chrVIII,499885,500398,513
YHR201C,id003,three_prime_UTR,chrVIII:499799-499950,-,none,chrVIII,499799,499950,151
YHR202W,id001,three_prime_UTR,chrVIII:504196-504436,+,none,chrVIII,504196,504436,240
YHR203C,id001,three_prime_UTR,chrVIII:504188-504476,-,none,chrVIII,504188,504476,288
YHR204W,id002,three_prime_UTR,chrVIII:508709-508800,+,none,chrVIII,508709,508800,91
YHR205W,id002,three_prime_UTR,chrVIII:511837-512048,+,none,chrVIII,511837,512048,211
YHR208W,id002,three_prime_UTR,chrVIII:518713-518931,+,none,chrVIII,518713,518931,218
YHR209W,id001,three_prime_UTR,chrVIII:520312-520726,+,none,chrVIII,520312,520726,414
YHR210C,id005,three_prime_UTR,chrVIII:520305-520712,-,none,chrVIII,520305,520712,407
YHR216W,id001,three_prime_UTR,chrVIII:555967-556163,+,none,chrVIII,555967,556163,196
YIL001W,id002,three_prime_UTR,chrIX:355481-355606,+,none,chrIX,355481,355606,125
YIL002C,id001,three_prime_UTR,chrIX:350435-350591,-,none,chrIX,350435,350591,156
YIL002W-A,id001,three_prime_UTR,chrIX:350510-351052,+,none,chrIX,350510,351052,542
YIL003W,id001,three_prime_UTR,chrIX:350003-350106,+,none,chrIX,350003,350106,103
YIL004C,id001,three_prime_UTR,chrIX:347336-347946,-,none,chrIX,347336,347946,610
YIL005W,id001,three_prime_UTR,chrIX:347797-348001,+,none,chrIX,347797,348001,204
YIL006W,id001,three_prime_UTR,chrIX:345183-345425,+,none,chrIX,345183,345425,242
YIL007C,id001,three_prime_UTR,chrIX:342841-342994,-,none,chrIX,342841,342994,153
YIL008W,id001,three_prime_UTR,chrIX:342835-343590,+,none,chrIX,342835,343590,755
YIL009C-A,id001,three_prime_UTR,chrIX:335408-335666,-,none,chrIX,335408,335666,258
YIL009W,id001,three_prime_UTR,chrIX:341428-342308,+,none,chrIX,341428,342308,880
YIL010W,id001,three_prime_UTR,chrIX:335529-335772,+,none,chrIX,335529,335772,243
YIL011W,id003,three_prime_UTR,chrIX:334536-334666,+,none,chrIX,334536,334666,130
YIL012W,id001,three_prime_UTR,chrIX:333352-333679,+,none,chrIX,333352,333679,327
YIL014C-A,id011,three_prime_UTR,chrIX:325005-325212,-,none,chrIX,325005,325212,207
YIL014W,id001,three_prime_UTR,chrIX:327995-328145,+,none,chrIX,327995,328145,150
YIL016W,id001,three_prime_UTR,chrIX:321933-322038,+,none,chrIX,321933,322038,105
YIL017C,id001,three_prime_UTR,chrIX:318083-318200,-,none,chrIX,318083,318200,117
YIL018W,id007,three_prime_UTR,chrIX:317932-318201,+,none,chrIX,317932,318201,269
YIL019W,id001,three_prime_UTR,chrIX:316133-316746,+,none,chrIX,316133,316746,613
YIL020C,id004,three_prime_UTR,chrIX:313898-314035,-,none,chrIX,313898,314035,137
YIL021W,id006,three_prime_UTR,chrIX:313861-314119,+,none,chrIX,313861,314119,258
YIL022W,id001,three_prime_UTR,chrIX:312460-312793,+,none,chrIX,312460,312793,333
YIL023C,id001,three_prime_UTR,chrIX:309158-309386,-,none,chrIX,309158,309386,228
YIL024C,id001,three_prime_UTR,chrIX:308491-308602,-,none,chrIX,308491,308602,111
YIL026C,id001,three_prime_UTR,chrIX:304331-304477,-,none,chrIX,304331,304477,146
YIL027C,id003,three_prime_UTR,chrIX:303458-303679,-,none,chrIX,303458,303679,221
YIL028W,id001,three_prime_UTR,chrIX:302498-303668,+,none,chrIX,302498,303668,1170
YIL029C,id002,three_prime_UTR,chrIX:300428-300829,-,none,chrIX,300428,300829,401
YIL030C,id001,three_prime_UTR,chrIX:295910-296050,-,none,chrIX,295910,296050,140
YIL030W-A,id002,three_prime_UTR,chrIX:295903-295926,+,none,chrIX,295903,295926,23
YIL031W,id001,three_prime_UTR,chrIX:295737-295893,+,none,chrIX,295737,295893,156
YIL033C,id001,three_prime_UTR,chrIX:290228-290419,-,none,chrIX,290228,290419,191
YIL034C,id002,three_prime_UTR,chrIX:288845-289226,-,none,chrIX,288845,289226,381
YIL035C,id001,three_prime_UTR,chrIX:287154-287790,-,none,chrIX,287154,287790,636
YIL036W,id001,three_prime_UTR,chrIX:287429-287604,+,none,chrIX,287429,287604,175
YIL039W,id001,three_prime_UTR,chrIX:279847-280077,+,none,chrIX,279847,280077,230
YIL040W,id003,three_prime_UTR,chrIX:278139-278278,+,none,chrIX,278139,278278,139
YIL041W,id001,three_prime_UTR,chrIX:277505-277718,+,none,chrIX,277505,277718,213
YIL042C,id002,three_prime_UTR,chrIX:274971-275108,-,none,chrIX,274971,275108,137
YIL043C,id002,three_prime_UTR,chrIX:273881-274072,-,none,chrIX,273881,274072,191
YIL044C,id002,three_prime_UTR,chrIX:272759-272950,-,none,chrIX,272759,272950,191
YIL045W,id001,three_prime_UTR,chrIX:272777-273055,+,none,chrIX,272777,273055,278
YIL046W,id005,three_prime_UTR,chrIX:270573-270723,+,none,chrIX,270573,270723,150
YIL046W-A,id002,three_prime_UTR,chrIX:268473-268474,+,none,chrIX,268473,268474,1
YIL047C-A,id001,three_prime_UTR,chrIX:264933-265099,-,none,chrIX,264933,265099,166
YIL048W,id001,three_prime_UTR,chrIX:264892-265017,+,none,chrIX,264892,265017,125
YIL049W,id003,three_prime_UTR,chrIX:260919-261026,+,none,chrIX,260919,261026,107
YIL050W,id001,three_prime_UTR,chrIX:259770-260315,+,none,chrIX,259770,260315,545
YIL051C,id003,three_prime_UTR,chrIX:257564-257843,-,none,chrIX,257564,257843,279
YIL052C,id005,three_prime_UTR,chrIX:255938-256226,-,none,chrIX,255938,256226,288
YIL053W,id001,three_prime_UTR,chrIX:255867-256241,+,none,chrIX,255867,256241,374
YIL054W,id001,three_prime_UTR,chrIX:254860-255024,+,none,chrIX,254860,255024,164
YIL055C,id002,three_prime_UTR,chrIX:251934-252042,-,none,chrIX,251934,252042,108
YIL056W,id001,three_prime_UTR,chrIX:251913-251969,+,none,chrIX,251913,251969,56
YIL057C,id001,three_prime_UTR,chrIX:247615-247902,-,none,chrIX,247615,247902,287
YIL059C,id001,three_prime_UTR,chrIX:245984-246550,-,none,chrIX,245984,246550,566
YIL061C,id002,three_prime_UTR,chrIX:244613-244657,-,none,chrIX,244613,244657,44
YIL062C,id001,three_prime_UTR,chrIX:243750-243998,-,none,chrIX,243750,243998,248
YIL063C,id001,three_prime_UTR,chrIX:242623-242761,-,none,chrIX,242623,242761,138
YIL064W,id001,three_prime_UTR,chrIX:242716-242807,+,none,chrIX,242716,242807,91
YIL065C,id002,three_prime_UTR,chrIX:241093-241308,-,none,chrIX,241093,241308,215
YIL066C,id001,three_prime_UTR,chrIX:237955-238099,-,none,chrIX,237955,238099,144
YIL067C,id001,three_prime_UTR,chrIX:235606-235724,-,none,chrIX,235606,235724,118
YIL068C,id001,three_prime_UTR,chrIX:232945-233057,-,none,chrIX,232945,233057,112
YIL069C,id001,three_prime_UTR,chrIX:231059-231553,-,none,chrIX,231059,231553,494
YIL070C,id002,three_prime_UTR,chrIX:230130-230272,-,none,chrIX,230130,230272,142
YIL071C,id001,three_prime_UTR,chrIX:226508-228660,-,none,chrIX,226508,228660,2152
YIL074C,id001,three_prime_UTR,chrIX:220971-221081,-,none,chrIX,220971,221081,110
YIL075C,id001,three_prime_UTR,chrIX:217759-217863,-,none,chrIX,217759,217863,104
YIL076W,id001,three_prime_UTR,chrIX:217548-217711,+,none,chrIX,217548,217711,163
YIL077C,id001,three_prime_UTR,chrIX:214763-214991,-,none,chrIX,214763,214991,228
YIL078W,id001,three_prime_UTR,chrIX:214703-214985,+,none,chrIX,214703,214985,282
YIL079C,id012,three_prime_UTR,chrIX:210799-210923,-,none,chrIX,210799,210923,124
YIL083C,id001,three_prime_UTR,chrIX:203157-203556,-,none,chrIX,203157,203556,399
YIL084C,id001,three_prime_UTR,chrIX:200875-202276,-,none,chrIX,200875,202276,1401
YIL085C,id004,three_prime_UTR,chrIX:200435-200490,-,none,chrIX,200435,200490,55
YIL087C,id002,three_prime_UTR,chrIX:199552-199646,-,none,chrIX,199552,199646,94
YIL088C,id001,three_prime_UTR,chrIX:197798-197931,-,none,chrIX,197798,197931,133
YIL089W,id001,three_prime_UTR,chrIX:196216-196697,+,none,chrIX,196216,196697,481
YIL090W,id001,three_prime_UTR,chrIX:195070-195420,+,none,chrIX,195070,195420,350
YIL091C,id001,three_prime_UTR,chrIX:190553-191030,-,none,chrIX,190553,191030,477
YIL092W,id001,three_prime_UTR,chrIX:190967-191624,+,none,chrIX,190967,191624,657
YIL093C,id001,three_prime_UTR,chrIX:187615-187990,-,none,chrIX,187615,187990,375
YIL094C,id002,three_prime_UTR,chrIX:185969-186517,-,none,chrIX,185969,186517,548
YIL095W,id001,three_prime_UTR,chrIX:186369-186498,+,none,chrIX,186369,186498,129
YIL096C,id001,three_prime_UTR,chrIX:181938-182117,-,none,chrIX,181938,182117,179
YIL097W,id001,three_prime_UTR,chrIX:181977-182147,+,none,chrIX,181977,182147,170
YIL098C,id001,three_prime_UTR,chrIX:179677-179772,-,none,chrIX,179677,179772,95
YIL101C,id001,three_prime_UTR,chrIX:175207-175307,-,none,chrIX,175207,175307,100
YIL102C-A,id003,three_prime_UTR,chrIX:172179-173365,-,none,chrIX,172179,173365,1186
YIL103W,id002,three_prime_UTR,chrIX:173028-173163,+,none,chrIX,173028,173163,135
YIL104C,id001,three_prime_UTR,chrIX:169883-169982,-,none,chrIX,169883,169982,99
YIL105C,id001,three_prime_UTR,chrIX:167414-167581,-,none,chrIX,167414,167581,167
YIL106W,id002,three_prime_UTR,chrIX:167444-167615,+,none,chrIX,167444,167615,171
YIL107C,id001,three_prime_UTR,chrIX:163001-163278,-,none,chrIX,163001,163278,277
YIL108W,id001,three_prime_UTR,chrIX:162977-163162,+,none,chrIX,162977,163162,185
YIL109C,id001,three_prime_UTR,chrIX:157206-157385,-,none,chrIX,157206,157385,179
YIL110W,id002,three_prime_UTR,chrIX:157178-157460,+,none,chrIX,157178,157460,282
YIL111W,id001,three_prime_UTR,chrIX:155765-155908,+,none,chrIX,155765,155908,143
YIL112W,id001,three_prime_UTR,chrIX:154846-155004,+,none,chrIX,154846,155004,158
YIL113W,id003,three_prime_UTR,chrIX:151188-151537,+,none,chrIX,151188,151537,349
YIL114C,id001,three_prime_UTR,chrIX:148978-149143,-,none,chrIX,148978,149143,165
YIL115C,id001,three_prime_UTR,chrIX:144266-144327,-,none,chrIX,144266,144327,61
YIL116W,id001,three_prime_UTR,chrIX:144085-144112,+,none,chrIX,144085,144112,27
YIL117C,id001,three_prime_UTR,chrIX:140517-140613,-,none,chrIX,140517,140613,96
YIL118W,id002,three_prime_UTR,chrIX:140447-140618,+,none,chrIX,140447,140618,171
YIL119C,id004,three_prime_UTR,chrIX:136358-136654,-,none,chrIX,136358,136654,296
YIL121W,id001,three_prime_UTR,chrIX:133872-134349,+,none,chrIX,133872,134349,477
YIL122W,id005,three_prime_UTR,chrIX:131665-131821,+,none,chrIX,131665,131821,156
YIL123W,id002,three_prime_UTR,chrIX:129581-129918,+,none,chrIX,129581,129918,337
YIL124W,id001,three_prime_UTR,chrIX:127097-127490,+,none,chrIX,127097,127490,393
YIL125W,id001,three_prime_UTR,chrIX:125733-125955,+,none,chrIX,125733,125955,222
YIL126W,id001,three_prime_UTR,chrIX:122071-122208,+,none,chrIX,122071,122208,137
YIL127C,id001,three_prime_UTR,chrIX:115932-117024,-,none,chrIX,115932,117024,1092
YIL131C,id001,three_prime_UTR,chrIX:99938-100781,-,none,chrIX,99938,100781,843
YIL132C,id002,three_prime_UTR,chrIX:99348-99860,-,none,chrIX,99348,99860,512
YIL133C,id001,three_prime_UTR,chrIX:98163-98527,-,none,chrIX,98163,98527,364
YIL134C-A,id001,three_prime_UTR,chrIX:96351-96522,-,none,chrIX,96351,96522,171
YIL134W,id003,three_prime_UTR,chrIX:98330-98401,+,none,chrIX,98330,98401,71
YIL135C,id001,three_prime_UTR,chrIX:94910-95065,-,none,chrIX,94910,95065,155
YIL136W,id020,three_prime_UTR,chrIX:94800-94899,+,none,chrIX,94800,94899,99
YIL137C,id002,three_prime_UTR,chrIX:89845-89948,-,none,chrIX,89845,89948,103
YIL138C,id001,three_prime_UTR,chrIX:88298-89230,-,none,chrIX,88298,89230,932
YIL139C,id001,three_prime_UTR,chrIX:87857-87979,-,none,chrIX,87857,87979,122
YIL140W,id002,three_prime_UTR,chrIX:87837-87968,+,none,chrIX,87837,87968,131
YIL142W,id001,three_prime_UTR,chrIX:84885-85121,+,none,chrIX,84885,85121,236
YIL144W,id001,three_prime_UTR,chrIX:80149-80354,+,none,chrIX,80149,80354,205
YIL145C,id001,three_prime_UTR,chrIX:75809-76354,-,none,chrIX,75809,76354,545
YIL146C,id001,three_prime_UTR,chrIX:73969-74184,-,none,chrIX,73969,74184,215
YIL147C,id001,three_prime_UTR,chrIX:69504-69791,-,none,chrIX,69504,69791,287
YIL148W,id001,three_prime_UTR,chrIX:69528-69595,+,none,chrIX,69528,69595,67
YIL150C,id001,three_prime_UTR,chrIX:60707-61013,-,none,chrIX,60707,61013,306
YIL152W,id003,three_prime_UTR,chrIX:57252-57440,+,none,chrIX,57252,57440,188
YIL153W,id001,three_prime_UTR,chrIX:56379-56438,+,none,chrIX,56379,56438,59
YIL154C,id002,three_prime_UTR,chrIX:53694-53981,-,none,chrIX,53694,53981,287
YIL155C,id001,three_prime_UTR,chrIX:51418-51759,-,none,chrIX,51418,51759,341
YIL156W,id001,three_prime_UTR,chrIX:51306-51422,+,none,chrIX,51306,51422,116
YIL156W-B,id001,three_prime_UTR,chrIX:47973-48190,+,none,chrIX,47973,48190,217
YIL157C,id001,three_prime_UTR,chrIX:46697-46949,-,none,chrIX,46697,46949,252
YIL158W,id001,three_prime_UTR,chrIX:46815-46928,+,none,chrIX,46815,46928,113
YIL159W,id001,three_prime_UTR,chrIX:45952-46011,+,none,chrIX,45952,46011,59
YIL160C,id001,three_prime_UTR,chrIX:40080-40191,-,none,chrIX,40080,40191,111
YIL161W,id001,three_prime_UTR,chrIX:40140-41582,+,none,chrIX,40140,41582,1442
YIL162W,id007,three_prime_UTR,chrIX:38983-39203,+,none,chrIX,38983,39203,220
YIL165C,id001,three_prime_UTR,chrIX:33451-33718,-,none,chrIX,33451,33718,267
YIL169C,id001,three_prime_UTR,chrIX:22843-23119,-,none,chrIX,22843,23119,276
YIR001C,id004,three_prime_UTR,chrIX:355810-356143,-,none,chrIX,355810,356143,333
YIR003W,id003,three_prime_UTR,chrIX:362924-362994,+,none,chrIX,362924,362994,70
YIR004W,id002,three_prime_UTR,chrIX:364519-364680,+,none,chrIX,364519,364680,161
YIR005W,id002,three_prime_UTR,chrIX:365335-365411,+,none,chrIX,365335,365411,76
YIR007W,id002,three_prime_UTR,chrIX:372998-373106,+,none,chrIX,372998,373106,108
YIR008C,id001,three_prime_UTR,chrIX:372684-373077,-,none,chrIX,372684,373077,393
YIR009W,id003,three_prime_UTR,chrIX:374860-375315,+,none,chrIX,374860,375315,455
YIR010W,id001,three_prime_UTR,chrIX:377161-377268,+,none,chrIX,377161,377268,107
YIR011C,id001,three_prime_UTR,chrIX:377177-377287,-,none,chrIX,377177,377287,110
YIR012W,id003,three_prime_UTR,chrIX:379781-379935,+,none,chrIX,379781,379935,154
YIR013C,id001,three_prime_UTR,chrIX:379797-380019,-,none,chrIX,379797,380019,222
YIR014W,id001,three_prime_UTR,chrIX:381814-381826,+,none,chrIX,381814,381826,12
YIR016W,id004,three_prime_UTR,chrIX:383425-383509,+,none,chrIX,383425,383509,84
YIR017C,id002,three_prime_UTR,chrIX:383345-383556,-,none,chrIX,383345,383556,211
YIR018C-A,id001,three_prime_UTR,chrIX:385345-385564,-,none,chrIX,385345,385564,219
YIR018W,id003,three_prime_UTR,chrIX:385346-385866,+,none,chrIX,385346,385866,520
YIR020C,id002,three_prime_UTR,chrIX:393608-394255,-,none,chrIX,393608,394255,647
YIR021W,id002,three_prime_UTR,chrIX:398385-398485,+,none,chrIX,398385,398485,100
YIR022W,id001,three_prime_UTR,chrIX:399236-399601,+,none,chrIX,399236,399601,365
YIR023W,id001,three_prime_UTR,chrIX:402689-402799,+,none,chrIX,402689,402799,110
YIR024C,id001,three_prime_UTR,chrIX:402645-402841,-,none,chrIX,402645,402841,196
YIR025W,id001,three_prime_UTR,chrIX:404765-405036,+,none,chrIX,404765,405036,271
YIR026C,id001,three_prime_UTR,chrIX:404617-404873,-,none,chrIX,404617,404873,256
YIR029W,id001,three_prime_UTR,chrIX:411838-412046,+,none,chrIX,411838,412046,208
YIR030C,id001,three_prime_UTR,chrIX:411864-412036,-,none,chrIX,411864,412036,172
YIR031C,id001,three_prime_UTR,chrIX:412950-413015,-,none,chrIX,412950,413015,65
YIR032C,id001,three_prime_UTR,chrIX:414883-415030,-,none,chrIX,414883,415030,147
YIR033W,id002,three_prime_UTR,chrIX:419465-419565,+,none,chrIX,419465,419565,100
YIR034C,id001,three_prime_UTR,chrIX:419444-419615,-,none,chrIX,419444,419615,171
YIR035C,id004,three_prime_UTR,chrIX:420946-421026,-,none,chrIX,420946,421026,80
YIR036C,id001,three_prime_UTR,chrIX:421779-422074,-,none,chrIX,421779,422074,295
YIR037W,id001,three_prime_UTR,chrIX:423619-423850,+,none,chrIX,423619,423850,231
YIR038C,id001,three_prime_UTR,chrIX:423687-423809,-,none,chrIX,423687,423809,122
YIR039C,id001,three_prime_UTR,chrIX:430339-430498,-,none,chrIX,430339,430498,159
YIR041W,id001,three_prime_UTR,chrIX:434303-434436,+,none,chrIX,434303,434436,133
YIR042C,id005,three_prime_UTR,chrIX:434844-435273,-,none,chrIX,434844,435273,429
YJL001W,id002,three_prime_UTR,chrX:435926-436121,+,none,chrX,435926,436121,195
YJL002C,id001,three_prime_UTR,chrX:433110-433221,-,none,chrX,433110,433221,111
YJL003W,id002,three_prime_UTR,chrX:433000-433429,+,none,chrX,433000,433429,429
YJL004C,id010,three_prime_UTR,chrX:431283-431589,-,none,chrX,431283,431589,306
YJL006C,id001,three_prime_UTR,chrX:423061-423138,-,none,chrX,423061,423138,77
YJL008C,id001,three_prime_UTR,chrX:419715-419957,-,none,chrX,419715,419957,242
YJL010C,id001,three_prime_UTR,chrX:417421-417562,-,none,chrX,417421,417562,141
YJL011C,id001,three_prime_UTR,chrX:413875-414285,-,none,chrX,413875,414285,410
YJL012C,id007,three_prime_UTR,chrX:411121-411234,-,none,chrX,411121,411234,113
YJL014W,id001,three_prime_UTR,chrX:409162-409473,+,none,chrX,409162,409473,311
YJL016W,id001,three_prime_UTR,chrX:407273-407400,+,none,chrX,407273,407400,127
YJL019W,id003,three_prime_UTR,chrX:404945-405523,+,none,chrX,404945,405523,578
YJL022W,id002,three_prime_UTR,chrX:398417-398892,+,none,chrX,398417,398892,475
YJL023C,id005,three_prime_UTR,chrX:397198-397355,-,none,chrX,397198,397355,157
YJL024C,id001,three_prime_UTR,chrX:394411-395931,-,none,chrX,394411,395931,1520
YJL025W,id001,three_prime_UTR,chrX:395511-395801,+,none,chrX,395511,395801,290
YJL026W,id001,three_prime_UTR,chrX:393603-393762,+,none,chrX,393603,393762,159
YJL027C,id001,three_prime_UTR,chrX:391767-391833,-,none,chrX,391767,391833,66
YJL029C,id001,three_prime_UTR,chrX:388285-388385,-,none,chrX,388285,388385,100
YJL030W,id001,three_prime_UTR,chrX:388247-389456,+,none,chrX,388247,389456,1209
YJL031C,id004,three_prime_UTR,chrX:386264-386368,-,none,chrX,386264,386368,104
YJL033W,id001,three_prime_UTR,chrX:386149-386249,+,none,chrX,386149,386249,100
YJL034W,id001,three_prime_UTR,chrX:383375-383764,+,none,chrX,383375,383764,389
YJL035C,id001,three_prime_UTR,chrX:380093-380249,-,none,chrX,380093,380249,156
YJL036W,id001,three_prime_UTR,chrX:380096-380366,+,none,chrX,380096,380366,270
YJL038C,id001,three_prime_UTR,chrX:374957-375115,-,none,chrX,374957,375115,158
YJL041W,id001,three_prime_UTR,chrX:368373-368510,+,none,chrX,368373,368510,137
YJL042W,id001,three_prime_UTR,chrX:365445-365600,+,none,chrX,365445,365600,155
YJL043W,id001,three_prime_UTR,chrX:360903-361239,+,none,chrX,360903,361239,336
YJL044C,id001,three_prime_UTR,chrX:357892-358300,-,none,chrX,357892,358300,408
YJL045W,id001,three_prime_UTR,chrX:357928-358115,+,none,chrX,357928,358115,187
YJL046W,id003,three_prime_UTR,chrX:353615-353905,+,none,chrX,353615,353905,290
YJL047C,id001,three_prime_UTR,chrX:349504-349580,-,none,chrX,349504,349580,76
YJL047C-A,id001,three_prime_UTR,chrX:348573-349044,-,none,chrX,348573,349044,471
YJL048C,id001,three_prime_UTR,chrX:347194-347447,-,none,chrX,347194,347447,253
YJL049W,id001,three_prime_UTR,chrX:347325-347417,+,none,chrX,347325,347417,92
YJL050W,id001,three_prime_UTR,chrX:345743-345836,+,none,chrX,345743,345836,93
YJL051W,id001,three_prime_UTR,chrX:342255-342470,+,none,chrX,342255,342470,215
YJL052W,id001,three_prime_UTR,chrX:339269-339471,+,none,chrX,339269,339471,202
YJL053W,id001,three_prime_UTR,chrX:337037-337275,+,none,chrX,337037,337275,238
YJL054W,id001,three_prime_UTR,chrX:335701-335881,+,none,chrX,335701,335881,180
YJL055W,id002,three_prime_UTR,chrX:334094-334155,+,none,chrX,334094,334155,61
YJL056C,id001,three_prime_UTR,chrX:330294-330431,-,none,chrX,330294,330431,137
YJL057C,id001,three_prime_UTR,chrX:328036-328118,-,none,chrX,328036,328118,82
YJL058C,id001,three_prime_UTR,chrX:326184-326242,-,none,chrX,326184,326242,58
YJL059W,id001,three_prime_UTR,chrX:326190-326294,+,none,chrX,326190,326294,104
YJL060W,id001,three_prime_UTR,chrX:324720-324848,+,none,chrX,324720,324848,128
YJL061W,id001,three_prime_UTR,chrX:322157-323220,+,none,chrX,322157,323220,1063
YJL062W,id004,three_prime_UTR,chrX:319776-319869,+,none,chrX,319776,319869,93
YJL062W-A,id001,three_prime_UTR,chrX:316980-317272,+,none,chrX,316980,317272,292
YJL063C,id001,three_prime_UTR,chrX:315680-315759,-,none,chrX,315680,315759,79
YJL065C,id004,three_prime_UTR,chrX:314500-315054,-,none,chrX,314500,315054,554
YJL066C,id005,three_prime_UTR,chrX:313832-314114,-,none,chrX,313832,314114,282
YJL068C,id001,three_prime_UTR,chrX:312774-313016,-,none,chrX,312774,313016,242
YJL069C,id001,three_prime_UTR,chrX:310812-310922,-,none,chrX,310812,310922,110
YJL070C,id001,three_prime_UTR,chrX:307871-307971,-,none,chrX,307871,307971,100
YJL071W,id002,three_prime_UTR,chrX:307856-307975,+,none,chrX,307856,307975,119
YJL072C,id004,three_prime_UTR,chrX:304627-305221,-,none,chrX,304627,305221,594
YJL073W,id001,three_prime_UTR,chrX:305118-305205,+,none,chrX,305118,305205,87
YJL076W,id001,three_prime_UTR,chrX:298814-299008,+,none,chrX,298814,299008,194
